"","id","year","sample_site","tag_code","sex","cwt_age","post_orbital_hypural_poh","scale_age","adipose_fin_clip"
"1410","KIT1410",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1411","KIT1411",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1412","KIT1412",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1413","KIT1413",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1414","KIT1414",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1415","KIT1415",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1416","KIT1416",2016,"Kitimat R","-","M",NA,NA,"52",NA
"1417","KIT1417",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1418","KIT1418",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1419","KIT1419",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1420","KIT1420",2016,"Kitimat R","-","M",NA,NA,"42",NA
"1421","KIT1421",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1422","KIT1422",2016,"Kitimat R","-","M",NA,NA,"42",NA
"1423","KIT1423",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1424","KIT1424",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1425","KIT1425",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1426","KIT1426",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1427","KIT1427",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1428","KIT1428",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1429","KIT1429",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1430","KIT1430",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1431","KIT1431",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1432","KIT1432",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1433","KIT1433",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1434","KIT1434",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1435","KIT1435",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1436","KIT1436",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1437","KIT1437",2016,"Kitimat R","-","M",NA,NA,"4M",NA
"1438","KIT1438",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1439","KIT1439",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1440","KIT1440",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1441","KIT1441",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1442","KIT1442",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1443","KIT1443",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1444","KIT1444",2016,"Kitimat R","-","J",NA,NA,"32",NA
"1445","KIT1445",2016,"Kitimat R","-","J",NA,NA,"32",NA
"1446","KIT1446",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1447","KIT1447",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1448","KIT1448",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1449","KIT1449",2016,"Kitimat R","-","F",NA,NA,"52",NA
"1450","KIT1450",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1451","KIT1451",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1452","KIT1452",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1453","KIT1453",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1454","KIT1454",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1455","KIT1455",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1456","KIT1456",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1457","KIT1457",2016,"Kitimat R","-","J",NA,NA,"S1",NA
"1458","KIT1458",2016,"Kitimat R","-","M",NA,NA,"-",NA
"1459","KIT1459",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1460","KIT1460",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1461","KIT1461",2016,"Kitimat R","-","M",NA,NA,"42",NA
"1462","KIT1462",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1463","KIT1463",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1464","KIT1464",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1465","KIT1465",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1466","KIT1466",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1467","KIT1467",2016,"Kitimat R","-","M",NA,NA,"S1",NA
"1468","KIT1468",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1469","KIT1469",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1470","KIT1470",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1471","KIT1471",2016,"Kitimat R","-","M",NA,NA,"52",NA
"1472","KIT1472",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1473","KIT1473",2016,"Kitimat R","-","M",NA,NA,"52",NA
"1474","KIT1474",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1475","KIT1475",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1476","KIT1476",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1477","KIT1477",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1478","KIT1478",2016,"Kitimat R","-","F",NA,NA,"4M",NA
"1479","KIT1479",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1480","KIT1480",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1481","KIT1481",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1482","KIT1482",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1483","KIT1483",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1484","KIT1484",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1485","KIT1485",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1486","KIT1486",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1487","KIT1487",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1488","KIT1488",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1489","KIT1489",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1490","KIT1490",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1491","KIT1491",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1492","KIT1492",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1493","KIT1493",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1494","KIT1494",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1495","KIT1495",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1496","KIT1496",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1497","KIT1497",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1498","KIT1498",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1499","KIT1499",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1500","KIT1500",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1501","KIT1501",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1502","KIT1502",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1503","KIT1503",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1504","KIT1504",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1505","KIT1505",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1506","KIT1506",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1507","KIT1507",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1508","KIT1508",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1509","KIT1509",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1510","KIT1510",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1511","KIT1511",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1512","KIT1512",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1513","KIT1513",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1514","KIT1514",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1515","KIT1515",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1516","KIT1516",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1517","KIT1517",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1518","KIT1518",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1519","KIT1519",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1520","KIT1520",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1521","KIT1521",2016,"Kitimat R","183665","J",NA,"365","21",NA
"1522","KIT1522",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1523","KIT1523",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1524","KIT1524",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1525","KIT1525",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1526","KIT1526",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1527","KIT1527",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1528","KIT1528",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1529","KIT1529",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1530","KIT1530",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1531","KIT1531",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1532","KIT1532",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1533","KIT1533",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1534","KIT1534",2016,"Kitimat R","-","J",NA,NA,"2M",NA
"1535","KIT1535",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1536","KIT1536",2016,"Kitimat R","-","J",NA,NA,"31",NA
"1537","KIT1537",2016,"Kitimat R","-","M",NA,NA,"42",NA
"1538","KIT1538",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1539","KIT1539",2016,"Kitimat R","-","M",NA,NA,"21",NA
"1540","KIT1540",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1541","KIT1541",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1542","KIT1542",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1543","KIT1543",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1544","KIT1544",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1545","KIT1545",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1546","KIT1546",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1547","KIT1547",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1548","KIT1548",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1549","KIT1549",2016,"Kitimat R","-","F",NA,NA,"62",NA
"1550","KIT1550",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1551","KIT1551",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1552","KIT1552",2016,"Kitimat R","-","M",NA,NA,"-",NA
"1553","KIT1553",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1554","KIT1554",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1555","KIT1555",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1556","KIT1556",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1557","KIT1557",2016,"Kitimat R","-","M",NA,NA,"-",NA
"1558","KIT1558",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1559","KIT1559",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1560","KIT1560",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1561","KIT1561",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1562","KIT1562",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1563","KIT1563",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1564","KIT1564",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1565","KIT1565",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1566","KIT1566",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1567","KIT1567",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1568","KIT1568",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1569","KIT1569",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1570","KIT1570",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1571","KIT1571",2016,"Kitimat R","-","F",NA,NA,"-",NA
"1572","KIT1572",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1573","KIT1573",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1574","KIT1574",2016,"Kitimat R","183665","J",NA,"371","-",NA
"1575","KIT1575",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1576","KIT1576",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1577","KIT1577",2016,"Kitimat R","-","M",NA,NA,"-",NA
"1578","KIT1578",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1579","KIT1579",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1580","KIT1580",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1581","KIT1581",2016,"Kitimat R","-","M",NA,NA,"-",NA
"1582","KIT1582",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1583","KIT1583",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1584","KIT1584",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1585","KIT1585",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1586","KIT1586",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1587","KIT1587",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1588","KIT1588",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1589","KIT1589",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1590","KIT1590",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1591","KIT1591",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1592","KIT1592",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1593","KIT1593",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1594","KIT1594",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1595","KIT1595",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1596","KIT1596",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1597","KIT1597",2016,"Kitimat R","-","F",NA,NA,"31",NA
"1598","KIT1598",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1599","KIT1599",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1600","KIT1600",2016,"Kitimat R","-","F",NA,NA,"4M",NA
"1601","KIT1601",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1602","KIT1602",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1603","KIT1603",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1604","KIT1604",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1605","KIT1605",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1606","KIT1606",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1607","KIT1607",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1608","KIT1608",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1609","KIT1609",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1610","KIT1610",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1611","KIT1611",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1612","KIT1612",2016,"Kitimat R","-","M",NA,NA,"42",NA
"1613","KIT1613",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1614","KIT1614",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1615","KIT1615",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1616","KIT1616",2016,"Kitimat R","-","M",NA,NA,"2M",NA
"1617","KIT1617",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1618","KIT1618",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1619","KIT1619",2016,"Kitimat R","-","F",NA,NA,"41",NA
"1620","KIT1620",2016,"Kitimat R","-","F",NA,NA,"51",NA
"1621","KIT1621",2017,"Kitimat R","183690","J",NA,"350","21",NA
"1622","KIT1622",2017,"Kitimat R","183665","M",NA,"510","-",NA
"1623","KIT1623",2017,"Kitimat R","183667","M",NA,"580","-",NA
"1624","KIT1624",2017,"Kitimat R","183297","J",NA,"400","21",NA
"1625","KIT1625",2017,"Kitimat R","183666","M",NA,"590","31",NA
"1626","KIT1626",2017,"Kitimat R","183665","M",NA,"570","31",NA
"1627","KIT1627",2017,"Kitimat R","183664","M",NA,"640","2M",NA
"1628","KIT1628",2017,"Kitimat R","-","J",NA,"448","21",NA
"1629","KIT1629",2017,"Kitimat R","-","J",NA,"495","21",NA
"1630","KIT1630",2017,"Kitimat R","183665","M",NA,"550","31",NA
"1631","KIT1631",2017,"Kitimat R","183666","M",NA,"550","31",NA
"1632","KIT1632",2017,"Kitimat R","183666","M",NA,"590","31",NA
"1633","KIT1633",2017,"Kitimat R","-","J",NA,"410","21",NA
"1634","KIT1634",2017,"Kitimat R","-","J",NA,"460","31",NA
"1635","KIT1635",2017,"Kitimat R","-","M",NA,"590","31",NA
"1636","KIT1636",2017,"Kitimat R","-","M",NA,"618","41",NA
"1637","KIT1637",2017,"Kitimat R","-","M",NA,"530","-",NA
"1638","KIT1638",2017,"Kitimat R","-","M",NA,"665","51",NA
"1639","KIT1639",2017,"Kitimat R","-","M",NA,"740","-",NA
"1640","KIT1640",2017,"Kitimat R","-","M",NA,"789","3M",NA
"1641","KIT1641",2017,"Kitimat R","-","M",NA,"701","3M",NA
"1642","KIT1642",2017,"Kitimat R","-","M",NA,"765","52",NA
"1643","KIT1643",2017,"Kitimat R","-","M",NA,"755","41",NA
"1644","KIT1644",2017,"Kitimat R","-","M",NA,"680","52",NA
"1645","KIT1645",2017,"Kitimat R","-","M",NA,"714","3M",NA
"1646","KIT1646",2017,"Kitimat R","-","M",NA,"728","41",NA
"1647","KIT1647",2017,"Kitimat R","-","F",NA,"719","41",NA
"1648","KIT1648",2017,"Kitimat R","-","F",NA,"775","51",NA
"1649","KIT1649",2017,"Kitimat R","-","J",NA,"445","S1",NA
"1650","KIT1650",2017,"Kitimat R","-","J",NA,"388","21",NA
"1651","KIT1651",2017,"Kitimat R","-","J",NA,"325","-",NA
"1652","KIT1652",2017,"Kitimat R","183664","M",NA,"638","31",NA
"1653","KIT1653",2017,"Kitimat R","183664","F",NA,"710","2M",NA
"1654","KIT1654",2017,"Kitimat R","183665","M",NA,"580","41",NA
"1655","KIT1655",2017,"Kitimat R","183666","M",NA,"526","31",NA
"1656","KIT1656",2017,"Kitimat R","183667","M",NA,"571","31",NA
"1657","KIT1657",2017,"Kitimat R","-","J",NA,"409","21",NA
"1658","KIT1658",2017,"Kitimat R","-","M",NA,"619","41",NA
"1659","KIT1659",2017,"Kitimat R","-","M",NA,"775","41",NA
"1660","KIT1660",2017,"Kitimat R","-","F",NA,"700","51",NA
"1661","KIT1661",2017,"Kitimat R","-","F",NA,"670","51",NA
"1662","KIT1662",2017,"Kitimat R","NTD","M",NA,"578","31",NA
"1663","KIT1663",2017,"Kitimat R","183297","J",NA,"392","1M",NA
"1664","KIT1664",2017,"Kitimat R","183664","M",NA,"620","31",NA
"1665","KIT1665",2017,"Kitimat R","-","J",NA,"410","21",NA
"1666","KIT1666",2017,"Kitimat R","-","J",NA,"449","21",NA
"1667","KIT1667",2017,"Kitimat R","-","J",NA,"396","-",NA
"1668","KIT1668",2017,"Kitimat R","-","M",NA,"508","2M",NA
"1669","KIT1669",2017,"Kitimat R","-","M",NA,"500","31",NA
"1670","KIT1670",2017,"Kitimat R","NTD","M",NA,"573","31",NA
"1671","KIT1671",2017,"Kitimat R","NTD","M",NA,"565","31",NA
"1672","KIT1672",2017,"Kitimat R","183664","M",NA,"527","2M",NA
"1673","KIT1673",2017,"Kitimat R","183665","M",NA,"570","31",NA
"1674","KIT1674",2017,"Kitimat R","183666","M",NA,"553","31",NA
"1675","KIT1675",2017,"Kitimat R","-","J",NA,"340","21",NA
"1676","KIT1676",2017,"Kitimat R","-","J",NA,"430","32",NA
"1677","KIT1677",2017,"Kitimat R","-","F",NA,"703","41",NA
"1678","KIT1678",2017,"Kitimat R","-","F",NA,"650","41",NA
"1679","KIT1679",2017,"Kitimat R","183297","J",NA,"393","21",NA
"1680","KIT1680",2017,"Kitimat R","183664","M",NA,"550","31",NA
"1681","KIT1681",2017,"Kitimat R","183665","M",NA,"580","2M",NA
"1682","KIT1682",2017,"Kitimat R","183667","M",NA,"570","31",NA
"1683","KIT1683",2017,"Kitimat R","183690","J",NA,"375","21",NA
"1684","KIT1684",2017,"Kitimat R","-","M",NA,"583","31",NA
"1685","KIT1685",2017,"Kitimat R","-","M",NA,"773","4M",NA
"1686","KIT1686",2017,"Kitimat R","-","M",NA,"675","3M",NA
"1687","KIT1687",2017,"Kitimat R","-","M",NA,"831","3M",NA
"1688","KIT1688",2017,"Kitimat R","-","M",NA,"690","41",NA
"1689","KIT1689",2017,"Kitimat R","-","J",NA,"384","21",NA
"1690","KIT1690",2017,"Kitimat R","-","J",NA,"395","-",NA
"1691","KIT1691",2017,"Kitimat R","-","J",NA,"385","32",NA
"1692","KIT1692",2017,"Kitimat R","183297","J",NA,"396","1M",NA
"1693","KIT1693",2017,"Kitimat R","183666","J",NA,"487","2M",NA
"1694","KIT1694",2017,"Kitimat R","-","J",NA,"349","21",NA
"1695","KIT1695",2017,"Kitimat R","-","J",NA,"386","21",NA
"1696","KIT1696",2017,"Kitimat R","-","J",NA,"440","21",NA
"1697","KIT1697",2017,"Kitimat R","-","M",NA,"610","-",NA
"1698","KIT1698",2017,"Kitimat R","-","M",NA,"519","41",NA
"1699","KIT1699",2017,"Kitimat R","-","M",NA,"560","31",NA
"1700","KIT1700",2017,"Kitimat R","-","M",NA,"805","3M",NA
"1701","KIT1701",2017,"Kitimat R","-","M",NA,"740","52",NA
"1702","KIT1702",2017,"Kitimat R","-","M",NA,"702","41",NA
"1703","KIT1703",2017,"Kitimat R","-","F",NA,"711","51",NA
"1704","KIT1704",2017,"Kitimat R","-","F",NA,"740","52",NA
"1705","KIT1705",2017,"Kitimat R","-","F",NA,"739","41",NA
"1706","KIT1706",2017,"Kitimat R","-","J",NA,"430","21",NA
"1707","KIT1707",2017,"Kitimat R","-","J",NA,"420","21",NA
"1708","KIT1708",2017,"Kitimat R","-","J",NA,"366","21",NA
"1709","KIT1709",2017,"Kitimat R","-","J",NA,"333","21",NA
"1710","KIT1710",2017,"Kitimat R","183297","J",NA,"379","21",NA
"1711","KIT1711",2017,"Kitimat R","-","J",NA,"381","21",NA
"1712","KIT1712",2017,"Kitimat R","183297","J",NA,"374","21",NA
"1713","KIT1713",2017,"Kitimat R","183664","M",NA,"545","31",NA
"1714","KIT1714",2017,"Kitimat R","183665","F",NA,"640","2M",NA
"1715","KIT1715",2017,"Kitimat R","-","M",NA,"544","31",NA
"1716","KIT1716",2017,"Kitimat R","-","M",NA,"611","31",NA
"1717","KIT1717",2017,"Kitimat R","-","M",NA,"601","31",NA
"1718","KIT1718",2017,"Kitimat R","-","M",NA,"584","2M",NA
"1719","KIT1719",2017,"Kitimat R","-","M",NA,"641","3M",NA
"1720","KIT1720",2017,"Kitimat R","-","M",NA,"631","41",NA
"1721","KIT1721",2017,"Kitimat R","-","M",NA,"831","52",NA
"1722","KIT1722",2017,"Kitimat R","-","M",NA,"762","51",NA
"1723","KIT1723",2017,"Kitimat R","-","M",NA,"750","62",NA
"1724","KIT1724",2017,"Kitimat R","-","F",NA,"694","52",NA
"1725","KIT1725",2017,"Kitimat R","-","F",NA,"697","41",NA
"1726","KIT1726",2017,"Kitimat R","-","F",NA,"786","52",NA
"1727","KIT1727",2017,"Kitimat R","-","F",NA,"642","-",NA
"1728","KIT1728",2017,"Kitimat R","-","F",NA,"681","41",NA
"1729","KIT1729",2017,"Kitimat R","-","F",NA,"656","3M",NA
"1730","KIT1730",2017,"Kitimat R","-","F",NA,"871","52",NA
"1731","KIT1731",2017,"Kitimat R","183297","J",NA,"420","21",NA
"1732","KIT1732",2017,"Kitimat R","-","M",NA,"570","31",NA
"1733","KIT1733",2017,"Kitimat R","-","M",NA,"565","41",NA
"1734","KIT1734",2017,"Kitimat R","-","M",NA,"605","31",NA
"1735","KIT1735",2017,"Kitimat R","-","M",NA,"527","31",NA
"1736","KIT1736",2017,"Kitimat R","-","M",NA,"574","2M",NA
"1737","KIT1737",2017,"Kitimat R","-","M",NA,"585","31",NA
"1738","KIT1738",2017,"Kitimat R","-","M",NA,"594","41",NA
"1739","KIT1739",2017,"Kitimat R","-","M",NA,"620","31",NA
"1740","KIT1740",2017,"Kitimat R","-","M",NA,"716","41",NA
"1741","KIT1741",2017,"Kitimat R","-","M",NA,"723","41",NA
"1742","KIT1742",2017,"Kitimat R","-","M",NA,"720","41",NA
"1743","KIT1743",2017,"Kitimat R","-","M",NA,"696","41",NA
"1744","KIT1744",2017,"Kitimat R","-","M",NA,"723","41",NA
"1745","KIT1745",2017,"Kitimat R","-","M",NA,"760","41",NA
"1746","KIT1746",2017,"Kitimat R","-","M",NA,"790","51",NA
"1747","KIT1747",2017,"Kitimat R","-","M",NA,"770","41",NA
"1748","KIT1748",2017,"Kitimat R","-","F",NA,"786","51",NA
"1749","KIT1749",2017,"Kitimat R","-","F",NA,"645","3M",NA
"1750","KIT1750",2017,"Kitimat R","-","F",NA,"704","41",NA
"1751","KIT1751",2017,"Kitimat R","-","F",NA,"635","41",NA
"1752","KIT1752",2017,"Kitimat R","-","F",NA,"730","41",NA
"1753","KIT1753",2017,"Kitimat R","-","F",NA,"657","-",NA
"1754","KIT1754",2017,"Kitimat R","-","F",NA,"716","-",NA
"1755","KIT1755",2017,"Kitimat R","-","F",NA,"705","41",NA
"1756","KIT1756",2017,"Kitimat R","-","F",NA,"683","3M",NA
"1757","KIT1757",2017,"Kitimat R","-","F",NA,"730","41",NA
"1758","KIT1758",2017,"Kitimat R","-","F",NA,"777","51",NA
"1759","KIT1759",2017,"Kitimat R","-","F",NA,"710","41",NA
"1760","KIT1760",2017,"Kitimat R","183664","M",NA,"562","31",NA
"1761","KIT1761",2017,"Kitimat R","183664","M",NA,"536","31",NA
"1762","KIT1762",2017,"Kitimat R","183666","M",NA,"541","1M",NA
"1763","KIT1763",2017,"Kitimat R","183666","F",NA,"610","31",NA
"1764","KIT1764",2017,"Kitimat R","-","M",NA,"578","31",NA
"1765","KIT1765",2017,"Kitimat R","-","M",NA,"633","41",NA
"1766","KIT1766",2017,"Kitimat R","-","M",NA,"575","31",NA
"1767","KIT1767",2017,"Kitimat R","-","M",NA,"537","31",NA
"1768","KIT1768",2017,"Kitimat R","-","M",NA,"586","4M",NA
"1769","KIT1769",2017,"Kitimat R","-","M",NA,"579","31",NA
"1770","KIT1770",2017,"Kitimat R","-","M",NA,"785","41",NA
"1771","KIT1771",2017,"Kitimat R","-","M",NA,"758","3M",NA
"1772","KIT1772",2017,"Kitimat R","-","M",NA,"658","3M",NA
"1773","KIT1773",2017,"Kitimat R","-","M",NA,"725","41",NA
"1774","KIT1774",2017,"Kitimat R","-","M",NA,"688","41",NA
"1775","KIT1775",2017,"Kitimat R","-","M",NA,"690","41",NA
"1776","KIT1776",2017,"Kitimat R","-","F",NA,"697","3M",NA
"1777","KIT1777",2017,"Kitimat R","-","F",NA,"769","3M",NA
"1778","KIT1778",2017,"Kitimat R","-","F",NA,"658","41",NA
"1779","KIT1779",2017,"Kitimat R","-","F",NA,"721","51",NA
"1780","KIT1780",2017,"Kitimat R","-","F",NA,"707","52",NA
"1781","KIT1781",2017,"Kitimat R","-","F",NA,"711","41",NA
"1782","KIT1782",2017,"Kitimat R","-","F",NA,"699","51",NA
"1783","KIT1783",2017,"Kitimat R","183665","M",NA,"577","31",NA
"1784","KIT1784",2017,"Kitimat R","183666","M",NA,"576","31",NA
"1785","KIT1785",2017,"Kitimat R","-","M",NA,"635","41",NA
"1786","KIT1786",2017,"Kitimat R","-","M",NA,"634","41",NA
"1787","KIT1787",2017,"Kitimat R","-","M",NA,"630","41",NA
